Size;Time[ns];Method
1311;6800;insert
1312;6200;insert
1313;7100;insert
1314;6300;insert
1315;7100;insert
1316;7500;insert
1317;7800;insert
1318;4700;insert
1319;5600;insert
1320;4500;insert
1321;2300;insert
1322;7600;insert
1323;1000;insert
1324;8500;insert
1325;2800;insert
1326;2600;insert
1327;6700;insert
1328;4100;insert
1329;8200;insert
1330;1100;insert
1331;8400;insert
1332;7500;insert
1333;3000;insert
1334;8000;insert
1335;7000;insert
1336;800;insert
1337;3500;insert
1338;5900;insert
1339;7800;insert
1340;3300;insert
1341;1400;insert
1342;7700;insert
1343;4600;insert
1344;8400;insert
1345;7000;insert
1346;6600;insert
1347;7400;insert
1348;5200;insert
1349;6800;insert
1350;1700;insert
1351;3900;insert
1352;2100;insert
1353;2800;insert
1354;1600;insert
1355;6700;insert
1356;7500;insert
1357;5800;insert
1358;2000;insert
1359;1000;insert
1360;2300;insert
1361;5000;insert
1362;8000;insert
1363;7900;insert
1364;2500;insert
1365;5800;insert
1366;1200;insert
1367;10300;insert
1368;6500;insert
1369;7900;insert
1370;2400;insert
1371;1200;insert
1372;9000;insert
1373;3300;insert
1374;7800;insert
1375;8400;insert
1376;8300;insert
1377;3300;insert
1378;7500;insert
1379;6400;insert
1380;5100;insert
1381;1800;insert
1382;6000;insert
1383;3200;insert
1384;8400;insert
1385;6300;insert
1386;4800;insert
1387;5400;insert
1388;1800;insert
1389;3400;insert
1390;5000;insert
1391;7400;insert
1392;6300;insert
1393;4600;insert
1394;4100;insert
1395;1400;insert
1396;3200;insert
1397;4400;insert
1398;6500;insert
1399;3500;insert
1400;1800;insert
1401;4800;insert
1402;6100;insert
1403;5900;insert
1404;7400;insert
1405;7400;insert
1406;1900;insert
1407;6600;insert
1408;9900;insert
1409;7000;insert
1410;6700;insert
1411;6200;insert
1412;6200;insert
1413;7800;insert
1414;7800;insert
1415;7900;insert
1416;2900;insert
1417;700;insert
1418;5600;insert
1419;7000;insert
1420;1500;insert
1421;3000;insert
1422;1100;insert
1423;6200;insert
1424;2700;insert
1425;3300;insert
1426;2600;insert
1427;2600;insert
1428;7300;insert
1429;700;insert
1430;1800;insert
1431;7700;insert
1432;2900;insert
1433;3400;insert
1434;8500;insert
1435;7700;insert
1436;8000;insert
1437;6000;insert
1438;7800;insert
1439;7500;insert
1440;8700;insert
1441;7200;insert
1442;7500;insert
1443;8400;insert
1444;1500;insert
1445;13800;insert
1446;6700;insert
1447;1500;insert
1448;13100;insert
1449;2700;insert
1450;9300;insert
1451;3600;insert
1452;12500;insert
1453;44800;insert
1454;10700;insert
1455;21400;insert
1456;13100;insert
1457;8000;insert
1458;21100;insert
1459;6000;insert
1460;2100;insert
1461;13700;insert
1462;3100;insert
1463;4000;insert
1464;10800;insert
1465;5300;insert
1466;20800;insert
1467;4000;insert
1468;3600;insert
1469;12500;insert
1470;2400;insert
1471;6600;insert
1472;34600;insert
1473;7400;insert
1474;11000;insert
1475;9600;insert
1476;8900;insert
1477;13300;insert
1478;11100;insert
1479;7100;insert
1480;7300;insert
1481;21800;insert
1482;11400;insert
1483;9800;insert
1484;5800;insert
1485;7500;insert
1486;2500;insert
1487;1900;insert
1488;7700;insert
1489;13400;insert
1490;5100;insert
1491;6600;insert
1492;12400;insert
1493;5100;insert
1494;10100;insert
1495;12000;insert
1496;12700;insert
1497;4600;insert
1498;14600;insert
1499;8100;insert
1500;5100;insert
1501;4500;insert
1502;10800;insert
1503;8700;insert
1504;3200;insert
1505;5700;insert
1506;2900;insert
1507;7400;insert
1508;12500;insert
1509;19300;insert
1510;9900;insert
1511;45200;insert
1512;6600;insert
1513;16700;insert
1514;6800;insert
1515;6900;insert
1516;18700;insert
1517;20700;insert
1518;4000;insert
1519;12700;insert
1520;8700;insert
1521;14800;insert
1522;6700;insert
1523;10500;insert
1524;2500;insert
1525;5500;insert
1526;3200;insert
1527;5700;insert
1528;3400;insert
1529;9900;insert
1530;6600;insert
1531;10900;insert
1532;3000;insert
1533;9400;insert
1534;9400;insert
1535;5900;insert
1536;8700;insert
1537;10600;insert
1538;8400;insert
1539;11700;insert
1540;6900;insert
1541;2800;insert
1542;10800;insert
1543;10400;insert
1544;1500;insert
1545;17300;insert
1546;4900;insert
1547;12100;insert
1548;23100;insert
1549;3000;insert
1550;6400;insert
1551;5400;insert
1552;6900;insert
1553;3200;insert
1554;6000;insert
1555;18200;insert
1556;12300;insert
1557;20000;insert
1558;10500;insert
1559;2900;insert
1560;5200;insert
1561;4900;insert
1562;7100;insert
1563;16000;insert
1564;16400;insert
1565;8400;insert
1566;6500;insert
1567;3400;insert
1568;13100;insert
1569;26100;insert
1570;11900;insert
1571;15400;insert
1572;18200;insert
1573;8300;insert
1574;6200;insert
1575;9100;insert
1576;3000;insert
1577;9800;insert
1578;11500;insert
1579;7800;insert
